9279	1	1.0
8035	1	1.0
9181	2	1.0
4486	2	1.0
2924	2	1.0
7175	3	1.0
930	1	1.0
931	4	1.0
2553	2	1.0
1857	5	1.0
3285	3	1.0
220	5	1.0
9112	1	1.0
7083	1	1.0
1584	2	1.0
2382	2	1.0
8343	3	1.0
7319	6	1.0
7320	7	1.0
3012	2	1.0
749	3	1.0
4473	2	1.0
3146	7	1.0
1855	5	1.0
7201	5	1.0
6317	8	1.0
1856	5	1.0
6285	9	1.0
457	1	1.0
9136	1	1.0
6909	5	1.0
5162	10	1.0
2017	11	1.0
2384	7	1.0
7565	2	1.0
8545	2	1.0
1586	1	1.0
1920	5	1.0
5048	1	1.0
1	7	1.0
3190	1	1.0
1585	2	1.0
479	7	1.0
5036	1	1.0
2	2	1.0
3138	1	1.0
480	2	1.0
481	2	1.0
3189	1	1.0
2137	9	1.0
3	5	1.0
3549	3	1.0
2445	1	1.0
483	7	1.0
8000	1	1.0
4936	5	1.0
1121	2	1.0
3013	5	1.0
2675	2	1.0
2696	12	1.0
4404	1	1.0
7886	1	1.0
2586	2	1.0
9370	11	1.0
7780	2	1.0
5272	1	1.0
3546	2	1.0
1819	2	1.0
6926	11	1.0
5815	1	1.0
1820	7	1.0
8529	11	1.0
4872	2	1.0
4707	2	1.0
2925	2	1.0
8530	11	1.0
750	7	1.0
1730	11	1.0
4605	2	1.0
4801	2	1.0
6861	2	1.0
7595	5	1.0
4700	5	1.0
1588	11	1.0
5716	13	1.0
4157	2	1.0
3120	7	1.0
389	2	1.0
6569	11	1.0
6183	6	1.0
2886	5	1.0
1587	2	1.0
7027	4	1.0
5840	2	1.0
6066	11	1.0
7026	5	1.0
3264	6	1.0
7112	5	1.0
2146	5	1.0
9137	1	1.0
4048	5	1.0
7113	7	1.0
7948	11	1.0
3591	2	1.0
147	3	1.0
2509	2	1.0
221	2	1.0
5878	7	1.0
8467	7	1.0
2481	2	1.0
1370	6	1.0
2875	10	1.0
1757	10	1.0
3250	14	1.0
6137	5	1.0
8750	2	1.0
6228	7	1.0
148	11	1.0
5595	10	1.0
716	1	1.0
4118	1	1.0
390	1	1.0
2645	10	1.0
1589	2	1.0
4245	1	1.0
715	5	1.0
7037	1	1.0
3249	5	1.0
2446	1	1.0
7025	4	1.0
6446	3	1.0
4405	2	1.0
2964	5	1.0
8531	11	1.0
8532	11	1.0
4699	1	1.0
5955	5	1.0
751	1	1.0
8036	7	1.0
9157	2	1.0
6349	5	1.0
999	1	1.0
2779	5	1.0
8755	2	1.0
50	7	1.0
3475	1	1.0
2004	7	1.0
7184	2	1.0
7087	6	1.0
1140	5	1.0
5509	5	1.0
6436	11	1.0
6435	1	1.0
1118	3	1.0
8491	2	1.0
4840	1	1.0
149	5	1.0
2554	2	1.0
1439	10	1.0
8488	2	1.0
391	1	1.0
1156	2	1.0
5611	2	1.0
1264	4	1.0
4135	10	1.0
8875	5	1.0
4978	2	1.0
1894	2	1.0
1761	10	1.0
3241	7	1.0
